"FACILITY/SITE ID","FACILITY/SITE NAME","FACILITY/SITE ADDRESS","CITY","COUNTY","DISTRICT","DOCUMENT DATE","DATE RECEIVED","DOCUMENT TYPE","SUBJECT","PERMIT NUMBER","FILE TYPE","FILE SIZE","FILE PATH"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","07-07-2022","07-22-2022","INCOMING CORRESPONDENCE","ABNORMAL EVENT SSO; 200 GALLONS; 12750 WALSINGHAM ROAD","",".pdf","167.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1110491.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","07-05-2022","07-22-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT SSO; 5000 GALLONS; 14700 GULF BLVD","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1110485.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","07-05-2022","07-22-2022","INCOMING CORRESPONDENCE","ABNORMAL EVENT SSO; 5000 GALLONS; 14700 GULF BLVD","",".pdf","255.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1110485.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","06-15-2022","06-15-2022","REQUEST FOR ADDITIONAL INFORMATION","FL0040436-029-DW1P/NR - SOUTH CROSS BAYOU AWRF - REQUEST FOR ADDITIONAL INFORMATION","",".pdf","292.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1100110.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","06-10-2022","06-10-2022","PERMIT APPLICATION RELATED","FL0040436-029-DW1P/NR-SOUTHCROSSBAYOU-PERMIT-RENEWAL-APPLICATIONPORTFOLIO2","",".pdf","150.5 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1099042.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","06-07-2022","06-07-2022","WARNING LETTER","WL22-63DW RESPONSE","",".pdf","334.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1100203.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","06-01-2022","07-27-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 JUN MO RMP-AA (697783)","",".pdf","664.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1112594.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","06-01-2022","07-27-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 JUN MO PART B (697783)","",".pdf","170.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1112596.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","06-01-2022","07-27-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 JUN MO PART A (697783) D-001 R-001 RMP-AA RMP-Q","",".pdf","183.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1112593.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","06-01-2022","07-27-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 JUN MO COCA-COLA WW DELIVERY (697783)","",".pdf","2.1 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1112595.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-31-2022","05-31-2022","WARNING LETTER","WL22-63DW SSO WL LTR (04-2022)","",".pdf","169.1 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1096654.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-25-2022","05-25-2022","PUBLIC NOTICES","PRETREATMENT - SEWER USE ORDINANCE PUBLIC NOTICE","",".pdf","175.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1094951.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-25-2022","05-25-2022","OUTGOING CORRESPONDENCE","FL0040436-SOUTH CROSS BAYOU WWTF- SB 64 APPROVAL LETTER","",".pdf","313.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1095184.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-16-2022","05-16-2022","OUTGOING CORRESPONDENCE","PRETREATMENT-ANNUAL REPORT REVIEW","",".pdf","156.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1092308.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-12-2022","05-12-2022","PERMIT APPLICATION RELATED","FL0040436-029-DW1P/NR-SOUTHCROSSBAYOU-PERMIT-RENEWAL-APPLICATION","",".pdf","126.9 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1091971.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-09-2022","05-09-2022","INCOMING CORRESPONDENCE","PRETREATMENT - SEWER USE ORDINANCE","",".pdf","955.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1090513.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-09-2022","05-09-2022","INCOMING CORRESPONDENCE","PRETREATMENT - SEWER USE ORDINANCE","",".pdf","955.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1090515.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-03-2022","05-03-2022","REQUEST FOR ADDITIONAL INFORMATION","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION- RAI RESPONSE","",".pdf","288.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1095062.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-03-2022","05-03-2022","CLEARANCE RELATED","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION-PERMIT","",".pdf","414.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1089670.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-03-2022","05-03-2022","CLEARANCE RELATED","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION- UPDATED APPLICATION","",".pdf","2.7 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1095064.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-03-2022","05-03-2022","CLEARANCE RELATED","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION- SAN FLOW CALCS","",".pdf","45.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1095063.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-03-2022","05-03-2022","CLEARANCE RELATED","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION- PUMP DESIGN","",".pdf","152.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1095061.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-03-2022","05-03-2022","CLEARANCE RELATED","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION- EMAIL CORRESPONDENCE","",".pdf","284.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1095058.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-03-2022","05-03-2022","CLEARANCE RELATED","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION- CHECKLIST","",".pdf","256.1 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1095057.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-02-2022","05-02-2022","WARNING LETTER","WL22-33DW RESPONSE","",".pdf","169.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1089408.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-01-2022","06-28-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 MAY MO RMP-AA (696696)","",".pdf","905.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1104147.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-01-2022","06-28-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 MAY MO PART B (696696)","",".pdf","171.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1104148.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","05-01-2022","06-28-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 MAY MO PART A (696696) D-001 R-001 RMP-AA RMP-Q","",".pdf","180.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1104149.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-30-2022","07-22-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT SSO; 200 GALLONS; 8319 78TH AVE N","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1110489.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-30-2022","07-22-2022","INCOMING CORRESPONDENCE","ABNORMAL EVENT SSO; 200 GALLONS; 8319 78TH AVE N","",".pdf","166.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1110489.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-30-2022","04-30-2022","CONSENT ORDER","OGC FILE NO. 18-0112 QUARTERLY REPORT","",".pdf","595.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1089400.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-27-2022","04-27-2022","CLEARANCE RELATED","CS52-0033689-390-DWCCM-MADEIRA BEACH TOWN CENTER CONDO ''B'' - EMAIL CORRESPONDENCE","",".pdf","355.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1087064.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-27-2022","04-27-2022","CLEARANCE RELATED","CS52-0033689-390-DWCCM-MADEIRA BEACH TOWN CENTER CONDO ''B'' - CHECKLIST","",".pdf","253.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1087063.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-27-2022","04-27-2022","CLEARANCE RELATED","CS52-0033689-390-DWCCM-MADEIRA BEACH TOWN CENTER CONDO ''B'' - APPLICATION","",".pdf","7.3 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1087060.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-27-2022","04-27-2022","CLEARANCE RELATED","CS52-0033689-390-DWC/CM-MADEIRA BEACH TOWN CENTER CONDO ''B'' - PERMIT","",".pdf","341.1 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1087326.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-25-2022","04-25-2022","WARNING LETTER","WL22-33DW SSO WL LTR (FEB-MAR 2022)","",".pdf","226.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1086085.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-22-2022","04-22-2022","OUTGOING CORRESPONDENCE","PRETREATMENT - SEWER USE ORDINANCE PRELIMINARY APPROVAL","",".pdf","158.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1085393.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-14-2022","04-14-2022","REQUEST FOR ADDITIONAL INFORMATION","CS52-0033689-389-DWCCL-JOSWIG CONSTRUCTION- RAI","",".pdf","253.1 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1083272.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-07-2022","04-07-2022","INSPECTION RELATED","PRETREATMENT - COMPLIANCE ASSISTANCE OFFER","",".pdf","1.3 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1081496.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-01-2022","05-23-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 APR MO RMP-AA (693014)","",".pdf","1.4 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1094304.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-01-2022","05-23-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 APR MO PART B (693014)","",".pdf","170.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1094303.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","04-01-2022","05-23-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 APR MO PART A (693014) D-001 R-001 RMP-AA RMP-Q","",".pdf","179.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1094305.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-25-2022","04-25-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT SSO; 280 GALLONS; 8316 BARDMOOR BLVD","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1085919.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-25-2022","04-25-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT SSO; 280 GALLONS; 8316 BARDMOOR BLVD","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1085919.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-25-2022","04-25-2022","INCOMING CORRESPONDENCE","ABNORMAL EVENT SSO; 280 GALLONS; 8316 BARDMOOR BLVD","",".pdf","467.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1085919.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-23-2022","03-23-2022","CONSENT ORDER","OGC 18-0112 Q4-21 STIPS. IN-KIND ELECTION","",".pdf","625.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1077000.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-388-DWCCM-ULMERTON ROAD TOWNHOMES-PERMIT","",".pdf","364.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1076829.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-388-DWCCM-ULMERTON ROAD TOWNHOMES-CLARIFICATION EMAIL","",".pdf","334.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1076952.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-388-DWCCM-ULMERTON ROAD TOWNHOMES-CHECKLIST","",".pdf","256.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1076953.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-388-DWCCM-ULMERTON ROAD TOWNHOMES-APPLICATION","",".pdf","10.9 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1076950.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-387-DWCCM-46TH AVE N SS IMPROVEMENTS- UPDATED APPLICATION","",".pdf","1.8 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1089465.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-387-DWCCM-46TH AVE N SS IMPROVEMENTS- PERMIT","",".pdf","387.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1076791.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-387-DWCCM-46TH AVE N SS IMPROVEMENTS- EMAIL CORRESPONDENCE","",".pdf","335.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1089467.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-22-2022","03-22-2022","CLEARANCE RELATED","CS52-0033689-387-DWCCM-46TH AVE N SS IMPROVEMENTS- CHECKLIST","",".pdf","256.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1089466.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-18-2022","03-18-2022","CONSENT ORDER","OGC FILE NO. 18-0112 STIPULATED PENALTY FOR SSOS (2021 Q4)","",".pdf","326.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1075920.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-14-2022","03-29-2022","DISCHARGE MONITORING REPORTS RELATED","02-2022 ROUTINE TOXICITY REPORT","",".pdf","2.6 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1100804.1"
"FL0040436","SOUTH CROSS BAYOU WRF","7401 54th Ave N ","ST PETERSBURG","PINELLAS","SWD","03-11-2022","03-11-2022","WARNING LETTER","WL22-17DW SSOS (1/2022)","",".pdf","553.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1076978.1"
