"FACILITY/SITE ID","FACILITY/SITE NAME","FACILITY/SITE ADDRESS","CITY","COUNTY","DISTRICT","DOCUMENT DATE","DATE RECEIVED","DOCUMENT TYPE","SUBJECT","PERMIT NUMBER","FILE TYPE","FILE SIZE","FILE PATH"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","05-01-2022","06-21-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 MAY MO PART A (696125) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1104866.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-25-2022","04-25-2022","PERMIT - PRETREATMENT RELATED","PRETREATMENT - LOCAL LIMITS APPROVAL","",".pdf","157.1 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1086061.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-20-2022","04-20-2022","PERMIT - PRETREATMENT RELATED","PRETREATMENT - LOCAL LIMITS PRELIMINARY APPROVAL EPOST 4-22","",".pdf","205.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1084869.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-13-2022","04-13-2022","INSPECTION RELATED","PRETREATMENT - COMPLIANCE ASSISTANCE OFFER","",".pdf","1.4 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1082808.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-04-2022","04-06-2022","OUTGOING CORRESPONDENCE","ABNORMAL EVENT UD; 40000 GALLONS; 14220 HAYES RD., SPRING HILL; MEMO","",".pdf","240.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1081165.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-04-2022","04-06-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT UD; 40000 GALLONS; 14220 HAYES RD., SPRING HILL; MEMO","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1081165.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-01-2022","05-11-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 APR MO SH LETTER (684168)","",".pdf","201.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1096711.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-01-2022","05-11-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 APR MO PART B (684168)","",".doc","187.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1096712.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","04-01-2022","05-11-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 APR MO PART A (684168) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1096713.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-14-2022","03-16-2022","OUTGOING CORRESPONDENCE","ABNORMAL EVENT; SSO; 200 GAL: 11520 ENVIRONMENTAL DRIVE: NEW PORT RICHEY; MEMO","",".pdf","519.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1075162.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-14-2022","03-16-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT; SSO; 200 GAL: 11520 ENVIRONMENTAL DRIVE: NEW PORT RICHEY; MEMO","",".pdf","519.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1075164.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-07-2022","03-07-2022","WARNING LETTER","WL21-188DW51SWD RESPONSE","",".pdf","1.5 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1073143.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-07-2022","03-07-2022","CLEARANCE RELATED","CS51-0026257-030-DWCCM-N. SUNLAKE UTILITIES PHASE 1 SEGMENT 1- FINAL CLEARANCE EMAIL","",".pdf","196.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1072838.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-07-2022","03-07-2022","CLEARANCE RELATED","CS51-0026257-030-DWCCM-N. SUNLAKE UTILITIES PHASE 1 SEGMENT 1- FINAL CLEARANCE -EMAIL CORRESPONDENCE","",".pdf","322.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1072837.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-07-2022","03-07-2022","CLEARANCE RELATED","CS51-0026257-030-DWCCM-N. SUNLAKE UTILITIES PHASE 1 SEGMENT 1- FINAL CLEARANCE -APPLICATION","",".pdf","865.1 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1072836.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-01-2022","03-01-2022","PERMIT - PRETREATMENT RELATED","LOCAL LIMITS PROOF OF PUBLICATION","",".pdf","354.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1071803.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-01-2022","04-19-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 MAR MO PART B (684167)","",".pdf","194.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1087092.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","03-01-2022","04-19-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 MAR MO PART A (684167) R-001","",".pdf","41.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1087093.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-28-2022","02-28-2022","WARNING LETTER","WL21-188DW51SWD - SSO SUMMARIES","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1080072.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-24-2022","02-24-2022","REQUEST FOR ADDITIONAL INFORMATION","FLA012741-013-DW1PNR-SHADY HILLS REGIONAL WWTF- RAI","",".pdf","274.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1069726.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-17-2022","02-17-2022","PERMIT - PRETREATMENT RELATED","PRETREATMENT - LOCAL LIMITS PRELIMINARY APPROVAL EPOST 2-22","",".pdf","202.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1084868.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-17-2022","02-17-2022","PERMIT - PRETREATMENT RELATED","PRETREATMENT - LOCAL LIMITS PRELIMINARY APPROVAL","",".pdf","173.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1066844.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-14-2022","02-16-2022","PERMIT - PRETREATMENT RELATED","LOCAL LIMITS EVALUATION ADDITIONAL INFORMATION","",".pdf","3.1 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1066630.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-10-2022","02-10-2022","WARNING LETTER","WL21-188DW51SWD","",".pdf","263.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1064975.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-10-2022","02-10-2022","REPORTS RELATED","OP APPROVAL","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1064995.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-03-2022","02-04-2022","OUTGOING CORRESPONDENCE","ABNORMAL EVENT SSO; 1200 GALLONS; HICKS RD AND PASSIAC DR, HUDSON; MEMO","",".pdf","525.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1063591.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-03-2022","02-04-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT SSO; 1200 GALLONS; HICKS RD AND PASSIAC DR, HUDSON; MEMO","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1063591.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-01-2022","03-22-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 FEB MO PART B (684166)","",".doc","186.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1079967.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-01-2022","03-22-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 FEB MO PART A (684166) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1079968.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","02-01-2022","03-22-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 FEB MO FEBRUARY EXCEEDANCE (684166)","",".pdf","201.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1079969.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-31-2022","01-31-2022","CLEARANCE RELATED","CS52-0026257-029-DWCCM- SR 52 FORCE MAIN EXTENSION FINAL CLEARANCE- APPLICATION&EMAIL","",".pdf","739.6 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1062421.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-27-2022","01-27-2022","REPORTS RELATED","2021 ANNUAL SLUDGE TRACKING","",".xls","304.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1062196.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-13-2022","01-21-2022","OUTGOING CORRESPONDENCE","ABNORMAL EVENT; 500 GAL; 10997 PEPPER TREE LANE, PORT RICHEY","",".pdf","241.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1057502.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-13-2022","01-21-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT; 500 GAL; 10997 PEPPER TREE LANE, PORT RICHEY","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1057502.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-06-2022","01-19-2022","OUTGOING CORRESPONDENCE","ABNORMAL EVENT; 700 GAL;CLOCKTOWER PKWY AND SETTLERS DR, BAYONET POINT; MEMO","",".pdf","241.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1056729.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-06-2022","01-19-2022","NONCOMPLIANCE RELATED","ABNORMAL EVENT; 700 GAL;CLOCKTOWER PKWY AND SETTLERS DR, BAYONET POINT; MEMO","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1056729.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-01-2022","02-10-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 JAN MO PART B (679432)","",".pdf","39.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1070992.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","01-01-2022","02-10-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2022 JAN MO PART A (679432) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1070993.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-28-2021","01-31-2022","REPORTS RELATED","UPDATED OPERATING PROTOCOL","",".docx","166.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1062382.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-20-2021","12-20-2021","INSPECTION RELATED","CEI & SSOP REPORT 11/30/2021","",".pdf","981.2 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1048674.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-20-2021","12-20-2021","INSPECTION RELATED","CEI & SSOP REPORT 11/30/2021","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1048674.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-08-2021","12-08-2021","CLEARANCE RELATED","CS51-0026257-036-DWCCG-PROPOSED 16IN FORCEMAIN UPGRADES- PERMIT","0026257036DWC",".pdf","307.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1045101.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-08-2021","12-08-2021","CLEARANCE RELATED","CS51-0026257-036-DWCCG-PROPOSED 16IN FORCEMAIN UPGRADES- CHECKLIST","",".pdf","234.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1044941.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-08-2021","12-08-2021","CLEARANCE RELATED","CS51-0026257-036-DWCCG-PROPOSED 16IN FORCEMAIN UPGRADES- APPLICATION","",".pdf","1.1 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1044940.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-03-2021","12-09-2021","OUTGOING CORRESPONDENCE","ABNORMAL EVENT; SSO; 500 GAL; 13505 WOODSIDE DR; MEMO","",".pdf","239.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1045372.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-03-2021","12-09-2021","NONCOMPLIANCE RELATED","ABNORMAL EVENT; SSO; 500 GAL; 13505 WOODSIDE DR; MEMO","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1045372.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-01-2021","01-19-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 DEC MO PART B (676694)","",".doc","284.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1060805.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","12-01-2021","01-19-2022","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 DEC MO PART A (676694) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1060804.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","11-04-2021","11-04-2021","CLEARANCE RELATED","CS51-0026257-035-DWCCM-TOWER ROAD FORCE MAIN EXTENSION-CHECKLIST","",".pdf","233.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1036854.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","11-04-2021","11-04-2021","CLEARANCE RELATED","CS51-0026257-035-DWCCM-TOWER ROAD FORCE MAIN EXTENSION-APPLICATION BINDER","",".pdf","2.2 MB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1036853.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","11-03-2021","11-03-2021","CLEARANCE RELATED","CS51-0026257-035-DWCCM-TOWER ROAD FORCE MAIN EXTENSION-PERMIT","0026257035DWC",".pdf","452.8 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1036016.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","11-01-2021","12-15-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 NOV MO PART B (674246)","",".doc","283.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1050645.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","11-01-2021","12-15-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 NOV MO PART A (674246) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1050646.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","10-29-2021","10-29-2021","CLEARANCE RELATED","CS51-0026257-034-DWCCM-TOWER ROAD FM EXTENSION GUNN HWY TO FENCEPOST DRIVE- PERMIT","0026257034DWC",".pdf","452.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1035922.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","10-04-2021","10-04-2021","PERMIT APPLICATION RELATED","SHADY HILLS REGIONAL WWTF (FLA012741-013-DW1PNR) - PERMIT RENEWAL INFORMATION","",".pdf","167.5 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1027383.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","10-01-2021","11-17-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 OCT MO PART B (670654)","",".doc","285.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1040708.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","10-01-2021","11-17-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 OCT MO PART A (670654) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1040709.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","09-01-2021","10-20-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 SEP MO PART B (667690)","",".xlsx","100.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1035773.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","09-01-2021","10-20-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 SEP MO PART A (667690) R-001","",".pdf","40.4 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1035772.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","08-09-2021","08-24-2021","EFFLUENT ANALYSIS RELATED","2021-08 PATHOGEN MONITORING","",".pdf","610.9 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1017134.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","08-01-2021","09-14-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 AUG MO PART B (665105)","",".doc","283.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1026650.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","08-01-2021","09-14-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 AUG MO PART A (665105) R-001","",".pdf","41.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1026652.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","08-01-2021","09-14-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 AUG MO NITRATE EXCEEDANCE (665105)","",".pdf","56.3 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1026651.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","07-31-2021","08-26-2021","DISCHARGE MONITORING REPORTS RELATED","DMR 2021 JUL MO EXCEEDANCE LETTER","",".pdf","74.7 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1063344.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","07-28-2021","08-19-2021","OUTGOING CORRESPONDENCE","ABNORMAL EVENT SSO; 10000 GALLONS; 14220 HAYS ROAD, SPRING HILL; MEMO","",".pdf","431.0 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1015127.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","07-28-2021","08-19-2021","NONCOMPLIANCE RELATED","ABNORMAL EVENT SSO; 10000 GALLONS; 14220 HAYS ROAD, SPRING HILL; MEMO","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1015127.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","07-23-2021","07-23-2021","OUTGOING CORRESPONDENCE","ABNORMAL EVENT; SSO; 250 GAL; 11612 FOX RUN DR, HUDSON; MEMO","",".pdf","253.1 KB","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1009178.1"
"FLA012741","SHADY HILLS SUBREGIONAL WWTF","14220 Hays Rd ","SPRING HILL","PASCO","SWD","07-23-2021","07-23-2021","NONCOMPLIANCE RELATED","ABNORMAL EVENT; SSO; 250 GAL; 11612 FOX RUN DR, HUDSON; MEMO","","","SUPP","https://prodenv.dep.state.fl.us/DepStaging/api/dms/38.1009178.1"
